Name,Color,ObjectPos,VerticiesNum,VerticiesPosition
Line0,111,000,374,/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&/0/0/0&

